player_name,team,conf,gp,min_per,ortg,usg,efg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec_rank,ast_tov,rim_made,rim_att,mid_made,mid_att,rim_pct,mid_pct,dunks_made,dunks_att,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,three_p_per_100,season
Joseph Grahovac,St. Bonaventure,A10,29,46.4,113.5,12.2,56.4,58.22,4.4,14.7,7.3,18.7,10,11,0.909,27,49,0.551,23,60,0.383,10.2,1.2,10.1,So,6-10,32,0.678659,102.807,3.8,2026,135239,"Santa Ana, CA",,1.13042906,16.0,19.0,11.0,30.0,0.8421,0.3667,9.0,10.0,0.9,,110.309,110.449,1.53178,98.6155,2.46202,-0.644298,3.10632,1.01288,19.0933,-0.402177,1.41505,0.8333,2.3,3.1333,0.8667,0.4333,1.6667,4.9333,PF/C,6.52728,2026
Ilia Ermakov,St. Bonaventure,A10,8,6.7,86.2,18.3,52.5,51.28,1.5,12.5,14.9,33.0,0,1,0.0,3,7,0.429,5,13,0.385,0.0,3.8,5.0,Fr,6-5,1,-0.297216,83.3818,1.5,2026,135241,"Kursk, Russian Federation",,1.0,2.0,2.0,1.0,5.0,1.0,0.2,0.0,0.0,,,110.759,110.776,0.786268,13.9919,-5.18547,-3.38268,-1.80278,-2.90114,11.0111,-2.54869,-0.352457,0.1111,1.0,1.1111,1.2222,0.7778,0.1111,2.8889,Wing G,9.79417,2026
A.J. Gladieux,Charleston Southern,BSth,3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Fr,6-2,10,-0.237677,-5.59131,0.0,2026,135244,"Holly Springs, NC",,1.50000004,,,,,,,,,,,118.52,128.607,0.0137282,0.190122,-6.48124,-4.53833,-1.94292,-7.70436,3.58,-5.55438,-2.14998,0.2,0.4,0.6,0.6,0.0,0.0,1.2,PF/C,0.0,2026
Amere Brown,Arkansas,SEC,7,1.0,20.5,19.4,0.0,8.47,0.0,0.0,0.0,0.0,1,4,0.25,0,3,0.0,0,1,0.0,0.0,0.0,100.0,Fr,5-9,2,-0.450507,20.1312,0.0,2026,135246,"Pittsburgh, PA",,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,120.854,117.595,0.104082,1.06,-17.9968,-12.1425,-5.85424,-27.1688,1.8,-16.554,-10.6148,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,PF/C,4.54731,2026
Camden Karel,Bowling Green,MAC,17,7.0,77.9,14.0,36.4,44.44,4.6,7.7,2.1,26.6,6,10,0.6,4,10,0.4,0,1,0.0,4.9,0.8,90.9,Fr,6-9,15,-0.353103,69.4064,8.5,2026,135248,"Byron Center, MI",,0.28571429,4.0,7.0,0.0,3.0,0.5714,0.0,0.0,0.0,,,107.739,109.848,0.377181,11.5349,-7.30767,-7.64422,0.33655,-9.48859,5.675,-9.58244,0.0938458,0.5,0.75,1.25,0.1,0.1,0.2,1.95,C,0.743942,2026
Aiden Goins,Bowling Green,MAC,20,15.1,91.4,22.4,40.8,47.34,5.0,11.4,3.4,16.9,15,16,0.938,20,46,0.435,3,14,0.214,0.8,0.7,26.7,Jr,6-9,34,0.012873,92.7137,7.3,2026,135249,"Knoxville, TN",,0.28569082,14.0,31.0,6.0,15.0,0.4516,0.4,0.0,0.0,,,108.791,109.547,0.698776,23.6338,-10.2706,-6.52785,-3.74272,-9.80077,8.6609,-7.49566,-2.30511,0.3913,0.9565,1.3478,0.1739,0.2174,0.087,4.6522,PF/C,4.82823,2026
Mekhi Fitts,Grambling St.,SWAC,19,16.2,86.9,16.5,55.2,57.03,6.1,18.9,6.8,32.9,13,22,0.591,16,28,0.571,0,1,0.0,2.5,1.0,75.9,Jr,6-7,23,-0.349487,81.686,7.1,2026,135250,"Hueytown, AL",,0.28569999,13.0,23.0,3.0,5.0,0.5652,0.6,0.0,0.0,,,104.368,109.07,0.832855,32.6078,-7.36312,-7.66122,0.2981,-7.68945,10.3286,-7.72209,0.0326407,0.5714,1.7619,2.3333,0.2857,0.1429,0.3333,3.0,PF/C,0.317862,2026
Bradley Land,Radford,BSth,6,1.2,89.4,14.0,100.0,100.0,7.7,0.0,0.0,55.9,0,0,0.0,2,2,1.0,0,0,0.0,0.0,0.0,0.0,Jr,6-6,13,-0.100893,79.8858,5.7,2026,135251,"Dallas, TX",,0.33333335,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,120.172,122.062,0.0994576,1.35429,-10.2982,-5.92768,-4.37052,-12.6788,3.9333,-7.32794,-5.35087,0.3333,0.3333,0.6667,0.1111,0.0,0.1111,0.8889,PF/C,0.0,2026
Tre Beard,Cleveland St.,Horz,28,72.7,127.9,18.0,58.2,62.21,2.9,8.8,20.8,11.1,64,74,0.865,26,59,0.441,80,192,0.417,0.1,1.9,29.5,Sr,5-10,3,3.16087,121.505,2.7,2026,135252,"Chillicothe, OH",,2.85703274,19.0,33.0,7.0,26.0,0.5758,0.2692,0.0,0.0,,,125.869,125.815,0.9126,128.086,0.462257,4.52888,-4.06662,0.462214,30.9567,3.22659,-2.76438,0.8,2.3667,3.1667,3.3333,1.0333,0.0333,12.6333,Scoring PG,12.3714,2026
Krystian Lewis,Louisiana Monroe,SB,30,90.2,100.4,28.0,43.9,52.26,1.5,13.1,19.5,15.9,178,212,0.84,101,247,0.409,61,191,0.319,0.2,2.2,48.4,So,6-3,3,2.01179,108.332,2.2,2026,135253,"Monroe, LA",,1.13186581,60.0,149.0,41.0,98.0,0.4027,0.4184,3.0,3.0,1.0,,119.69,123.19,1.38534,180.651,-4.35035,-0.33368,-4.01667,-3.32726,36.1906,-0.196788,-3.13047,0.4688,4.0,4.4688,3.2188,1.4062,0.0625,18.4062,Combo G,9.87426,2026
Alex Huguet Carrasco,Louisiana Monroe,SB,14,7.7,106.1,13.6,47.6,46.12,10.5,16.2,2.1,4.5,2,6,0.333,4,9,0.444,4,12,0.333,0.0,1.2,28.6,So,6-7,12,0.0551776,94.6497,1.7,2026,135254,"Sol de Mallorca, Spain",,1.0,4.0,7.0,0.0,2.0,0.5714,0.0,0.0,0.0,,,120.776,125.292,0.206914,14.6188,-8.77457,-2.53606,-6.23851,-5.52131,7.1625,-0.967469,-4.55384,0.75,1.125,1.875,0.1875,0.1875,0.0,1.75,Wing F,7.26722,2026
Alex Molofeev,Louisiana Monroe,SB,28,50.6,89.5,15.8,46.8,48.89,3.6,9.9,15.6,25.1,21,34,0.618,38,74,0.514,14,52,0.269,0.9,2.1,27.0,Fr,6-5,8,-0.636421,83.791,2.2,2026,135255,"Moscow, Russian Federation",,1.15553331,30.0,52.0,8.0,22.0,0.5769,0.3636,1.0,1.0,1.0,,120.746,124.303,0.74825,96.2267,-6.78436,-3.94224,-2.84212,-6.26273,21.8467,-4.06673,-2.196,0.6667,1.9,2.5667,1.7333,0.9,0.1667,5.0,Combo G,4.79215,2026
Boston Harker,Utah Tech,WAC,5,1.5,90.5,8.5,33.3,33.33,0.0,19.9,9.6,0.0,0,0,0.0,1,2,0.5,0,1,0.0,0.0,0.0,0.0,Jr,6-4,3,-0.132222,80.9704,2.3,2026,135257,"Alberta, Canada",,6.99790039,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,111.637,109.263,0.292782,2.60239,-7.69982,-4.85794,-2.84188,-7.09377,8.0,-5.61564,-1.47812,0.1429,1.8571,2.0,1.0,0.1429,0.0,3.7143,Combo G,3.45766,2026
Zach Kinziger,Wisconsin,B10,15,6.3,102.2,17.0,40.0,40.46,0.0,6.0,20.2,4.5,1,2,0.5,4,9,0.444,4,16,0.25,0.0,3.8,8.0,Fr,6-3,4,0.193411,103.307,6.3,2026,135258,"De Pere, WI",77.6,8.99550307,3.0,4.0,1.0,5.0,0.75,0.2,0.0,0.0,,,106.631,98.7792,0.621059,14.0063,0.827895,0.918948,-0.0910525,0.0955945,5.0867,-3.20587,3.30146,0.0,0.2667,0.2667,0.6,0.3333,0.0,1.4,Scoring PG,12.1383,2026
Hayden Jones,Wisconsin,B10,23,13.5,104.1,15.1,65.9,62.55,7.0,12.0,10.1,28.1,11,21,0.524,13,20,0.65,1,2,0.5,0.7,0.7,95.5,Fr,6-7,13,0.211993,100.883,5.4,2026,135259,"Nelson, New Zealand",,0.83342913,10.0,17.0,3.0,3.0,0.5882,1.0,3.0,3.0,1.0,,111.15,106.052,0.693282,24.3361,0.173809,-0.744974,0.918783,-2.14422,7.1217,-2.5547,0.410473,0.4348,0.7391,1.1739,0.4348,0.087,0.0435,1.7391,Wing F,0.708065,2026
Aleksas Bieliauskas,Wisconsin,B10,30,43.9,106.6,14.4,51.8,53.32,8.8,17.1,6.3,19.6,14,21,0.667,29,51,0.569,19,60,0.317,3.8,0.4,18.9,Fr,6-10,32,0.690512,103.584,4.9,2026,135260,"Kaunas, Lithuania",79.2,0.76923966,24.0,40.0,5.0,11.0,0.6,0.4545,4.0,4.0,1.0,,108.27,101.794,1.97936,91.1956,3.03212,0.497882,2.53424,0.0850859,17.79,-1.0403,1.12539,1.3667,2.6333,4.0,0.6667,0.1333,0.6,4.3,PF/C,6.53226,2026
Landon Seaman,Cal St. Fullerton,BW,28,52.9,115.9,24.1,59.5,60.41,7.0,10.7,12.0,11.2,64,104,0.615,96,158,0.608,28,74,0.378,2.1,1.4,44.8,Sr,6-8,99,2.19471,122.163,3.1,2026,135262,"Vacaville, CA",,1.18749419,72.0,116.0,24.0,42.0,0.6207,0.5714,3.0,4.0,0.75,,113.593,113.861,1.497,100.429,0.27491,2.2618,-1.98689,2.6043,20.92,3.99346,-1.38916,1.3667,2.0333,3.4,1.2667,0.7,0.3333,12.4333,Wing F,6.64041,2026
Sergej Macura,Mississippi St.,SEC,26,39.6,118.6,13.8,60.0,58.84,7.7,19.9,8.3,13.5,15,31,0.484,51,79,0.646,6,21,0.286,0.8,1.3,31.0,So,6-9,11,1.36117,113.551,2.3,2026,135264,"Ljubljana, Slovenia",,1.437439,39.0,53.0,12.0,26.0,0.7358,0.4615,10.0,11.0,0.9091,,112.014,104.792,1.88375,87.275,2.53904,1.14475,1.39428,2.69074,18.5115,1.42366,1.26708,1.3462,3.5385,4.8846,0.8846,0.4231,0.1538,5.1923,Wing F,2.43674,2026
Simeon German,The Citadel,SC,25,24.2,92.3,15.0,45.3,42.08,12.5,19.2,5.2,16.3,3,16,0.188,24,53,0.453,0,0,0.0,4.6,0.2,30.2,Sr,6-10,23,-0.373274,82.3628,6.2,2026,135265,"Lagos, Nigeria",,0.63625621,21.0,39.0,3.0,14.0,0.5385,0.2143,5.0,5.0,1.0,,118.034,119.727,0.548142,43.4867,-8.18276,-6.61839,-1.56437,-9.02596,10.7692,-6.45125,-2.5747,1.2308,1.6538,2.8846,0.2692,0.0385,0.3846,1.9615,C,0.0,2026
Dylan Veillette,Merrimack,MAAC,31,21.2,103.0,14.9,48.0,52.07,7.1,19.4,4.1,14.2,15,22,0.682,23,40,0.575,1,11,0.091,6.9,1.9,43.1,Fr,6-7,0,0.0603409,94.3127,7.8,2026,135266,"Ridgefield, CT",,0.55563209,23.0,37.0,0.0,3.0,0.6216,0.0,2.0,2.0,1.0,,99.9072,103.992,0.889217,52.844,-2.6361,-4.55162,1.91553,-4.01126,8.5677,-5.39886,1.3876,0.4839,1.4194,1.9032,0.1613,0.2581,0.5484,2.0645,PF/C,2.59012,2026
DaMaryon Fishburn,Cornell,Ivy,18,13.8,113.8,14.6,75.0,73.39,5.3,14.1,21.0,34.4,5,8,0.625,9,11,0.818,3,7,0.429,0.0,3.8,44.4,Jr,6-5,0,0.302207,104.12,6.3,2026,135267,"Detroit, MI",,2.0,9.0,10.0,0.0,1.0,0.9,0.0,0.0,0.0,,,112.639,115.191,0.485798,27.0604,0.679153,1.02799,-0.348832,-2.30294,8.625,-2.3717,0.0687649,0.45,1.6,2.05,1.5,0.5,0.0,2.5,Scoring PG,2.94097,2026
Ayomi Odetoyinbo,Colgate,Pat,29,27.1,113.0,11.0,57.4,57.44,8.7,16.9,3.7,16.9,6,11,0.545,27,46,0.587,0,1,0.0,13.2,0.9,23.4,Fr,6-10,15,0.159733,96.4983,5.9,2026,135270,"Canton, NY",,0.69217932,23.0,33.0,4.0,13.0,0.697,0.3077,15.0,16.0,0.9375,,105.82,108.006,0.989051,66.9089,1.2361,-3.77549,5.01159,-1.71095,11.4161,-3.71474,2.00379,0.871,1.871,2.7419,0.2903,0.1613,1.3226,2.1935,C,0.1862,2026
Jai’chaunn Hayes,Arkansas Pine Bluff,SWAC,8,10.6,106.8,15.0,45.5,51.01,1.9,4.9,3.3,6.3,9,11,0.818,6,13,0.462,6,20,0.3,0.0,0.5,33.3,Fr,6-7,2,0.471528,101.371,4.7,2026,135271,"Little Rock, AR",50.6,1.20000005,5.0,8.0,1.0,5.0,0.625,0.2,0.0,0.0,,,123.43,114.916,1.00092,12.8577,-7.84225,-1.98287,-5.85938,-7.00856,17.34,-2.83869,-4.16987,0.3,1.0,1.3,0.6,0.3,0.1,6.1,Wing G,9.40925,2026
Kashie Natt,Sam Houston St.,CUSA,26,64.9,125.3,20.3,53.4,60.02,8.4,23.4,15.6,13.6,88,110,0.8,63,132,0.477,26,59,0.441,2.2,4.4,57.6,Sr,6-3,4,3.00656,125.608,4.0,2026,135272,"Rayville, LA",,1.83333324,46.0,88.0,17.0,44.0,0.5227,0.3864,10.0,12.0,0.8333,,97.9146,97.7855,3.28753,173.681,8.82257,4.5016,4.32097,8.21096,25.1966,4.43119,3.77977,1.8966,5.7241,7.6207,2.2759,2.0345,0.5517,10.6897,Wing G,4.93846,2026
Chase Dawson,Morehead St.,OVC,28,63.7,110.3,17.9,47.6,53.51,0.8,5.0,20.2,17.7,57,69,0.826,50,110,0.455,25,74,0.338,0.0,1.6,37.5,So,6-0,10,1.08677,104.543,1.9,2026,135273,"Durham, NC",,2.22506396,20.0,43.0,30.0,67.0,0.4651,0.4478,0.0,0.0,,,117.515,124.53,0.860572,88.8741,-4.55155,-0.342911,-4.20864,-3.60972,25.2839,-1.02469,-2.58503,0.1613,1.1613,1.3226,2.871,0.6774,0.0,8.4194,Scoring PG,6.17796,2026
King Ijeoma,Canisius,MAAC,26,19.6,87.9,14.0,50.0,50.84,8.3,13.6,1.9,26.4,6,11,0.545,19,36,0.528,1,5,0.2,8.3,1.3,26.8,Sr,6-8,34,-0.418293,78.9085,3.7,2026,135274,"Houston, TX",,0.21427196,9.0,19.0,10.0,17.0,0.4737,0.5882,2.0,3.0,0.6667,,108.223,113.889,0.63835,42.3222,-5.20293,-7.18425,1.98132,-4.69157,9.1963,-4.64187,-0.0497,0.7037,1.0,1.7037,0.1111,0.1852,0.5926,1.8889,C,1.31781,2026
Elijah Parker,Central Connecticut,NEC,27,34.4,79.3,12.7,41.2,41.65,3.2,11.9,9.0,26.2,8,19,0.421,16,36,0.444,5,21,0.238,0.9,3.0,33.3,Fr,6-3,0,-1.17907,68.54,4.7,2026,135275,"Waterbury, CT",,1.34787543,15.0,30.0,1.0,6.0,0.5,0.1667,0.0,0.0,,,108.794,116.584,0.878795,67.5206,-5.03443,-4.73937,-0.29506,-6.84891,14.631,-7.21,0.361092,0.3448,1.6897,2.0345,1.069,0.6897,0.2069,2.3793,Wing G,3.33209,2026
Daniel Etiosa James,Central Connecticut,NEC,26,29.3,112.4,14.3,50.8,54.72,8.4,19.6,5.1,13.1,17,23,0.739,25,44,0.568,5,20,0.25,1.7,1.5,35.9,So,6-8,22,0.306019,99.255,5.3,2026,135276,"Tigard, OR",,0.90888272,17.0,27.0,8.0,17.0,0.6296,0.4706,2.0,2.0,1.0,,108.404,116.399,0.781277,58.4148,-3.75275,-1.85833,-1.89443,-4.61546,12.6,-3.19759,-1.41787,0.8571,2.2857,3.1429,0.3571,0.2857,0.2143,3.5,Stretch 4,3.72579,2026
Ashton Reynolds,Central Connecticut,NEC,21,18.9,116.8,17.4,50.0,56.42,8.2,11.9,4.5,10.0,19,23,0.826,17,34,0.5,6,18,0.333,5.2,1.2,44.2,Fr,6-4,13,0.513679,106.881,5.5,2026,135278,"New York, NY",,1.0,13.0,26.0,4.0,8.0,0.5,0.5,3.0,3.0,1.0,,110.571,119.481,0.519241,34.3741,-2.40171,-0.946149,-1.45556,-3.02443,10.2261,-1.66119,-1.36324,0.7391,1.2174,1.9565,0.2609,0.3043,0.4783,3.7391,Stretch 4,5.19836,2026
Yel Deeng,Norfolk St.,MEAC,12,6.8,62.4,10.9,28.6,26.76,3.2,23.7,2.5,14.8,0,2,0.0,1,5,0.2,2,9,0.222,5.3,0.8,14.3,Jr,6-8,14,-0.782738,54.1871,6.8,2026,135281,"Amarillo, TX",,0.33318889,1.0,3.0,0.0,2.0,0.3333,0.0,1.0,1.0,1.0,,104.088,107.442,0.551337,14.2636,-8.97818,-8.06889,-0.909293,-8.53449,6.4154,-7.70257,-0.831915,0.3077,1.1538,1.4615,0.0769,0.0769,0.3077,0.9231,PF/C,7.34508,2026
Quinton Perkins II,Mercer,SC,24,50.7,114.0,17.1,56.3,58.58,1.2,5.7,12.3,17.1,21,24,0.875,31,65,0.477,42,102,0.412,1.2,1.4,14.4,So,6-1,3,1.1812,106.639,3.4,2026,135282,"Rowlett, TX",,1.50004506,14.0,20.0,17.0,45.0,0.7,0.3778,0.0,0.0,,,117.21,117.934,1.34086,77.1094,-2.77199,-0.0199852,-2.75201,-1.85662,23.3481,-0.0845212,-1.7721,0.3704,1.2222,1.5926,1.6667,0.8148,0.3704,8.9259,Combo G,10.2854,2026
Matyas Vrabel,Tarleton St.,WAC,9,6.3,115.1,13.3,61.5,59.94,9.0,9.6,0.0,12.9,3,6,0.5,8,13,0.615,0,0,0.0,3.8,0.9,46.2,So,6-10,25,0.385976,107.637,5.5,2026,135283,"Ostrava, Czech Republic",,0.33318889,8.0,12.0,0.0,1.0,0.6667,0.0,1.0,1.0,1.0,,111.31,110.835,0.587878,9.44837,-4.83825,-2.37507,-2.46318,-2.07336,6.3077,-1.49785,-0.57551,0.5385,0.4615,1.0,0.0769,0.0769,0.1538,2.3846,C,0.0,2026
Adrean Newton,Norfolk St.,MEAC,22,33.4,87.8,18.6,50.0,49.14,4.0,6.9,26.6,32.1,10,24,0.417,23,50,0.46,8,20,0.4,0.4,2.8,34.3,Fr,6-0,0,-0.524633,82.6867,5.6,2026,135284,"Norfolk, VA",,1.41025649,16.0,28.0,7.0,22.0,0.5714,0.3182,0.0,0.0,,,108.459,117.275,0.931064,57.8159,-6.92397,-4.29414,-2.62983,-6.96324,15.68,-5.60753,-1.35571,0.64,1.0,1.64,2.2,0.88,0.04,4.0,Pure PG,3.32312,2026
Ahmad Torrence,Norfolk St.,MEAC,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Fr,6-5,13,-0.37437,-5.82106,72.7,2026,135285,"New York, NY",37.8,0.0,,,,,,,,,,,108.698,106.447,0.10669,0.180956,-7.94365,-4.77496,-3.16869,-44.3249,8.1667,-46.9037,2.57883,0.0,0.6667,0.6667,0.0,0.0,0.0,1.6667,PF/C,0.0,2026
Matt Gaffney,Navy,Pat,2,0.1,0.0,27.0,0.0,0.0,0.0,75.4,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Fr,5-10,20,-0.248298,-3.14917,0.0,2026,135287,"Wakefield, MA",,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,78.6304,84.3992,0.129759,0.485135,-46.0611,-33.743,-12.3182,-33.8724,1.8,-27.8489,-6.02355,0.0,0.5,0.5,0.25,0.0,0.0,0.5,PF/C,0.0,2026
Paul Greene,UMBC,AE,17,12.9,91.1,20.8,46.9,49.84,11.6,24.1,5.2,24.7,9,15,0.6,15,32,0.469,0,0,0.0,0.0,3.8,46.9,Sr,6-6,10,-0.119192,88.0502,3.1,2026,135289,"Freeport, Bahamas",,0.33333333,13.0,24.0,2.0,8.0,0.5417,0.25,0.0,1.0,0.0,,94.0007,100.589,0.953629,33.3988,-4.95816,-5.96217,1.00401,-2.51553,8.2824,-3.88367,1.36814,0.7647,1.7647,2.5294,0.2353,0.5294,0.0,2.2941,Wing F,0.0,2026
Musa Sagnia,N.C. State,ACC,30,33.3,119.4,11.4,61.6,59.44,12.3,14.3,3.2,17.4,10,22,0.455,33,52,0.635,1,4,0.25,4.7,2.7,39.3,Fr,6-10,13,0.831923,110.284,5.4,2026,135292,"Bakau, Gambia",,0.5714592,31.0,45.0,2.0,7.0,0.6889,0.2857,6.0,8.0,0.75,,104.948,98.9267,1.63065,80.9316,5.18236,1.14984,4.03252,2.32806,13.4667,-0.355835,2.6839,1.4333,1.7,3.1333,0.2667,0.6333,0.5,2.6333,C,0.567515,2026
Jaden Rogers,South Dakota St.,Sum,12,9.3,121.2,9.3,58.8,61.28,4.4,15.4,1.6,12.1,2,2,1.0,7,7,1.0,2,10,0.2,3.7,1.7,11.8,Fr,6-5,6,0.335559,103.457,5.7,2026,135293,"West Des Moines, IA",,0.66650002,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,107.485,108.784,0.763309,19.6156,-1.64485,-2.05213,0.407273,-3.66278,9.1667,-3.41175,-0.251029,0.3333,1.2667,1.6,0.1333,0.2,0.2,2.2,PF/C,5.62216,2026
Robert Fields,Texas St.,SB,27,37.4,122.3,15.8,55.1,59.79,11.7,17.7,4.6,11.2,51,77,0.662,43,77,0.558,0,1,0.0,3.8,1.8,98.7,Fr,6-9,3,1.1404,112.724,4.4,2026,135295,"Baltimore, MD",,0.5789072,40.0,65.0,3.0,12.0,0.6154,0.25,11.0,11.0,1.0,,105.325,108.727,1.42268,79.3935,-0.0854128,-0.222419,0.137006,-0.840845,15.8379,-0.524138,-0.316707,1.4483,2.3448,3.7931,0.3793,0.4483,0.5517,5.1379,C,0.135851,2026
DJ Hall,Texas St.,SB,29,74.5,117.9,25.4,54.5,59.5,9.4,21.7,16.5,14.8,107,134,0.799,161,296,0.544,6,16,0.375,1.6,2.4,42.9,Fr,6-7,0,3.14419,122.674,3.0,2026,135296,"Plano, TX",,1.24560821,101.0,174.0,60.0,122.0,0.5805,0.4918,1.0,1.0,1.0,,103.682,107.278,2.78911,168.952,2.79512,2.01753,0.777597,4.09538,29.8097,3.74766,0.347712,2.1935,5.3548,7.5484,2.2903,1.3871,0.3871,15.3226,Wing F,1.09119,2026
Dimp Pernell,Texas St.,SB,9,16.9,106.5,20.9,50.7,54.31,0.6,12.3,16.1,17.3,12,14,0.857,19,40,0.475,10,27,0.37,1.2,2.1,20.9,Jr,6-3,7,1.05098,106.182,3.4,2026,135297,"Southaven, MS",,1.75002306,8.0,11.0,11.0,29.0,0.7273,0.3793,1.0,1.0,1.0,,107.972,113.442,1.57131,31.8654,-3.08801,-1.46618,-1.62183,-0.130569,21.2364,-0.186409,0.0558401,0.0909,2.0909,2.1818,1.9091,0.8182,0.1818,8.8182,Combo G,8.11731,2026
Ky Pernell,Texas St.,SB,3,2.7,82.3,17.2,38.9,45.23,0.0,15.3,0.0,21.9,2,2,1.0,2,5,0.4,1,4,0.25,0.0,0.0,22.2,Jr,6-3,1,-0.562996,76.3144,3.8,2026,135298,"Southaven, MS",,0.0,0.0,0.0,2.0,5.0,,0.4,0.0,0.0,,,112.116,115.726,0.654412,4.1055,-15.2527,-8.74331,-6.50939,-11.6428,10.6,-6.77791,-4.86488,0.0,1.3333,1.3333,0.0,0.0,0.0,3.0,Wing G,7.52716,2026
Dalton Gayman,North Florida,ASun,30,59.4,110.6,21.9,52.3,57.44,7.3,18.4,12.5,16.3,80,106,0.755,80,156,0.513,22,60,0.367,0.7,1.5,49.1,Sr,6-7,21,1.54538,110.994,3.1,2026,135299,"Nevada, MO",,0.97919997,70.0,125.0,10.0,31.0,0.56,0.3226,7.0,7.0,1.0,,121.564,122.254,0.990169,127.189,-3.10305,-0.401455,-2.7016,-1.85375,23.5625,0.665848,-2.51959,1.625,3.9375,5.5625,1.4688,0.625,0.1562,10.3438,Wing F,4.66617,2026
Jalen Kampen,Central Michigan,MAC,18,22.8,102.7,14.1,50.0,52.33,0.9,11.2,4.3,11.4,9,12,0.75,19,37,0.514,9,28,0.321,0.9,0.9,18.5,Fr,6-3,2,0.0556119,93.3889,3.4,2026,135300,"Kalamazoo, MI",,0.87485162,8.0,19.0,11.0,18.0,0.4211,0.6111,0.0,0.0,,,116.995,117.668,0.816223,34.959,-5.96867,-2.94804,-3.02063,-5.57785,14.1,-3.37994,-2.19791,0.1053,1.3158,1.4211,0.3684,0.2105,0.1579,4.0526,Wing G,6.40494,2026
Nick Mullen,Central Michigan,MAC,28,46.9,105.6,15.1,51.8,54.55,5.2,18.1,8.0,16.2,29,44,0.659,52,81,0.642,4,31,0.129,5.4,1.7,39.3,Sr,6-10,21,0.362256,97.8273,4.4,2026,135301,"Chesterton, IN",,1.0,47.0,66.0,5.0,15.0,0.7121,0.3333,14.0,14.0,1.0,,110.336,111.451,1.48361,99.0144,-0.558562,-2.10207,1.54351,-1.82761,19.1733,-2.394,0.566396,0.9333,3.0,3.9333,0.8333,0.5667,0.9333,5.6,Stretch 4,3.44731,2026
Kayden Nation,Central Michigan,MAC,11,5.7,110.6,22.8,46.2,52.86,0.0,7.5,12.6,8.0,7,7,1.0,6,14,0.429,4,12,0.333,0.0,0.9,26.9,Jr,6-7,11,0.461846,115.17,5.0,2026,135302,"Peoria, IL",,1.16684729,3.0,6.0,3.0,8.0,0.5,0.375,0.0,0.0,,,118.676,119.122,0.305107,7.92003,-7.00639,-0.93265,-6.07374,-2.58808,7.0308,0.0406061,-2.62868,0.0769,0.6923,0.7692,0.5385,0.3077,0.0,2.9231,Wing G,10.9799,2026
Alem Fejzic,Southern Indiana,OVC,12,8.1,72.8,11.5,31.8,31.82,2.2,4.9,2.2,11.0,0,0,0.0,1,1,1.0,4,21,0.19,0.0,1.3,0.0,So,6-3,12,-0.788952,62.4728,2.2,2026,135304,"Sarajevo, Bosnia and Herzegovina",,0.66682221,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,,113.799,120.458,0.365533,11.1426,-9.18161,-5.68545,-3.49616,-11.6077,8.5786,-8.15474,-3.45298,0.2143,0.3571,0.5714,0.1429,0.1429,0.0,1.6429,Wing G,13.2913,2026
Timotej Malovec,Miami FL,ACC,29,39.5,108.8,13.9,50.0,51.93,1.0,9.5,9.1,16.3,15,21,0.714,6,12,0.5,36,108,0.333,1.5,1.2,17.5,Fr,6-8,88,0.561419,102.159,4.6,2026,135305,"Bratislava, Slovakia",88.6,1.52625152,6.0,9.0,0.0,3.0,0.6667,0.0,0.0,1.0,0.0,,105.171,102.44,1.80423,73.715,1.31942,0.691707,0.627714,-0.798604,16.3414,-1.60955,0.810941,0.1379,1.3448,1.4828,1.0,0.3448,0.2069,4.6552,Wing F,12.9597,2026
Shane Lancaster,Alcorn St.,SWAC,29,70.4,117.7,18.6,57.2,60.32,2.0,7.3,15.3,13.3,60,79,0.759,45,105,0.429,60,131,0.458,0.9,2.0,33.5,Jr,6-4,0,2.14418,114.243,2.7,2026,135306,"Bowie, MD",,1.71430939,37.0,78.0,8.0,27.0,0.4744,0.2963,3.0,3.0,1.0,,119.783,123.43,1.05795,111.081,-1.42845,1.71044,-3.13889,-0.585113,28.2276,1.47927,-2.06438,0.4828,1.6207,2.1034,2.069,0.9655,0.2414,11.3793,Combo G,9.24648,2026
