player_name,team,conf,gp,min_per,ortg,usg,efg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec_rank,ast_tov,rim_made,rim_att,mid_made,mid_att,rim_pct,mid_pct,dunks_made,dunks_att,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,three_p_per_100,season
Bryce Dortch,Rutgers,B10,29,36.6,114.3,8.9,62.5,60.98,8.6,16.7,1.7,19.0,15,28,0.536,25,40,0.625,0,0,0.0,5.3,2.4,70.0,So,6-9,4,0.458312,101.288,5.1,2026,127194,"Somerset, MA",57.4,0.33325277,24.0,35.0,1.0,5.0,0.6857,0.2,8.0,8.0,1.0,,108.456,103.455,1.56278,83.7454,2.8017,-1.14917,3.95087,0.0181675,14.8172,-2.24931,2.26748,1.1379,2.0345,3.1724,0.1379,0.5862,0.6897,2.2414,C,0.0,2026
Jakob Blakley,Le Moyne,NEC,31,40.1,103.4,13.8,47.5,51.38,1.7,6.2,6.8,10.9,21,24,0.875,16,35,0.457,27,84,0.321,0.0,0.2,20.2,So,6-0,10,-0.0683689,91.0308,2.7,2026,127196,"Elgin, IL",,1.46184151,13.0,22.0,3.0,13.0,0.5909,0.2308,0.0,0.0,,,114.803,121.902,0.688081,60.2579,-6.99501,-2.88443,-4.11058,-6.49897,16.0031,-3.62063,-2.87834,0.25,0.9375,1.1875,0.5938,0.0625,0.0,4.1875,Wing G,9.71238,2026
Darrion Sutton,Missouri St.,CUSA,26,33.7,109.0,17.4,51.2,52.11,13.6,22.4,10.5,16.3,14,25,0.56,38,75,0.507,4,11,0.364,5.8,2.2,29.1,So,6-9,10,0.588071,104.831,4.6,2026,127199,"Saint Charles, MO",80.0,1.04764536,30.0,43.0,8.0,32.0,0.6977,0.25,5.0,5.0,1.0,,104.828,105.683,1.33655,73.3824,1.45205,-1.24035,2.6924,0.193685,14.3103,-0.180006,0.373691,1.8276,2.6897,4.5172,0.7586,0.5862,0.6552,4.8966,PF/C,1.83269,2026
Will Eggemeier,Boston College,ACC,1,0.1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,So,6-2,21,-0.224096,0.0,0.0,2026,127200,"Menlo Park, CA",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,116.218,128.963,0.0128637,0.0627129,-18.7164,-12.8387,-5.87774,-61.1463,0.7,-39.4075,-21.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Combo G,49.6065,2026
Jaeden Mustaf,Georgia Tech,ACC,28,63.7,104.2,19.4,47.0,51.79,4.5,12.2,16.7,15.7,69,98,0.704,72,167,0.431,20,50,0.4,0.8,0.9,45.2,So,6-5,3,1.43741,107.426,3.6,2026,127201,"Bowie, MD",88.4,1.64286661,59.0,111.0,13.0,56.0,0.5315,0.2321,9.0,12.0,0.75,,110.914,107.285,2.55615,122.533,-1.08346,-0.498558,-0.5849,-0.392128,27.4321,-0.440837,0.0487088,1.1071,3.1786,4.2857,2.4643,0.4643,0.1786,9.75,Wing G,3.63359,2026
Triston Wilson,Presbyterian,BSth,28,77.2,104.2,22.4,46.8,54.39,3.7,9.2,23.1,22.0,98,121,0.81,85,160,0.531,16,73,0.219,0.3,2.3,51.9,So,6-6,7,1.27415,104.146,3.7,2026,127204,"Miami, FL",,1.50665456,48.0,80.0,37.0,80.0,0.6,0.4625,14.0,15.0,0.9333,,111.147,114.159,2.15429,133.219,-1.71516,-0.244238,-1.47092,-2.56465,30.2806,-1.81896,-0.74569,0.871,2.4194,3.2903,3.6452,1.129,0.0645,11.129,Scoring PG,5.06896,2026
Khalon Hudson,Presbyterian,BSth,27,27.2,117.2,15.4,52.2,58.22,9.4,14.0,3.9,14.1,22,25,0.88,31,49,0.633,3,19,0.158,0.7,2.8,36.8,So,6-6,2,0.579982,107.104,4.2,2026,127205,"Augusta, GA",,0.66674999,21.0,28.0,10.0,21.0,0.75,0.4762,2.0,2.0,1.0,,107.911,110.531,0.92698,54.2544,-1.58529,-0.280838,-1.30445,-0.387838,11.74,-0.665563,0.277725,1.0,1.6,2.6,0.2667,0.6333,0.1,4.1,Wing F,3.74454,2026
Chidi Chiakwelu,Presbyterian,BSth,28,25.4,109.4,14.5,62.0,55.45,11.3,12.9,2.1,11.6,14,39,0.359,31,50,0.62,0,0,0.0,12.8,1.5,78.0,Fr,6-8,6,0.217233,98.412,6.5,2026,127206,"Houston, TX",,0.36358511,30.0,44.0,1.0,6.0,0.6818,0.1667,11.0,12.0,0.9167,,104.422,107.252,0.953367,58.3125,1.74715,-2.38338,4.13053,0.355012,10.7,-2.2848,2.63981,0.9032,1.3226,2.2258,0.129,0.2581,1.2258,2.8387,C,0.0,2026
Caleb Crawford,Maine,AE,30,50.3,84.5,17.3,39.8,43.88,1.9,5.1,19.3,21.2,28,43,0.651,29,68,0.426,13,54,0.241,0.4,3.3,35.2,So,5-10,4,-0.959305,78.5226,2.4,2026,127207,"Bronx, NY",,1.5555843,6.0,21.0,23.0,47.0,0.2857,0.4894,0.0,0.0,,,108.323,114.174,1.40267,89.8035,-7.15483,-5.20504,-1.94979,-6.14789,19.9806,-5.58812,-0.559769,0.3226,0.8065,1.129,1.8065,1.129,0.0645,4.3226,Pure PG,5.50897,2026
Makel Smith,UNC Wilmington,CAA,5,1.3,109.5,21.6,75.0,69.5,0.0,7.6,0.0,19.0,0,1,0.0,0,0,0.0,3,6,0.5,0.0,0.0,16.7,So,6-0,12,0.144509,106.521,2.7,2026,127209,"Eden, NC",,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,109.359,114.773,0.197439,1.80754,-5.77441,-0.0874745,-5.68693,1.96524,3.9857,4.30938,-2.34414,0.0,0.2857,0.2857,0.0,0.1429,0.0,2.2857,Combo G,23.9047,2026
Amare Allen,Maine,AE,22,25.5,80.0,19.1,42.0,44.9,2.9,11.2,4.3,17.9,18,32,0.563,21,48,0.438,7,27,0.259,1.1,1.6,42.7,So,6-7,13,-0.80792,75.5191,2.5,2026,127210,"Ajax, Canada",,0.38883212,16.0,35.0,5.0,13.0,0.4571,0.3846,2.0,2.0,1.0,,108.949,115.869,0.887559,44.08,-10.5489,-7.59286,-2.95603,-8.87454,14.0522,-6.2824,-2.59213,0.3478,1.3043,1.6522,0.3043,0.3478,0.1304,3.913,Wing G,5.43336,2026
Alijah Adem,Bowling Green,MAC,2,0.3,57.9,29.9,0.0,25.64,0.0,0.0,0.0,0.0,1,2,0.5,0,0,0.0,0,1,0.0,0.0,0.0,200.0,Fr,6-2,31,-0.179643,57.7449,0.0,2026,127211,"Las Vegas, NV",,0.40000001,0.0,0.0,0.0,0.0,,,0.0,0.0,,,115.498,123.889,0.0539708,0.274295,-19.1096,-8.27303,-10.8366,-20.471,3.28,-13.4285,-7.04253,0.0,0.4,0.4,0.2,0.0,0.0,0.8,Scoring PG,17.3586,2026
Conner Groce,Akron,MAC,9,1.2,42.8,16.5,16.7,16.67,0.0,0.0,0.0,0.0,0,0,0.0,1,3,0.333,0,3,0.0,0.0,0.0,0.0,So,6-0,11,-0.275549,40.0919,5.8,2026,127212,"Richfield, OH",,0.81809997,1.0,2.0,0.0,1.0,0.5,0.0,0.0,0.0,,,116.882,118.751,0.0819104,1.40465,-15.8888,-10.0769,-5.81189,-24.7756,2.0545,-16.433,-8.34265,0.0,0.0,0.0,0.0909,0.0,0.0,0.6364,Wing G,12.5184,2026
Eric Mahaffey,Akron,MAC,27,55.7,129.4,17.2,59.1,61.67,10.7,19.5,12.1,13.6,37,49,0.755,64,111,0.577,22,53,0.415,3.0,1.7,29.9,So,6-4,4,2.4026,122.199,4.0,2026,127213,"Cincinnati, OH",,1.92293105,60.0,101.0,4.0,10.0,0.5941,0.4,22.0,24.0,0.9167,,103.427,104.055,2.42374,130.091,4.95659,2.58643,2.37016,3.49354,22.7483,2.37605,1.11748,1.931,4.1379,6.069,1.7241,0.7241,0.5862,8.2414,Wing G,4.76463,2026
Preston Squire,Bowling Green,MAC,3,0.8,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Jr,6-11,13,-0.963003,-5.69062,0.0,2026,127215,"Ephraim, UT",,0.75,,,,,,,,,,,110.723,112.174,0.217131,1.09593,-7.60044,-5.74178,-1.85865,-5.19368,5.125,-3.92741,-1.26627,0.25,0.5,0.75,0.25,0.0,0.0,1.0,C,0.0,2026
Sharron Young,Akron,MAC,27,45.7,117.9,18.3,51.6,55.91,4.3,10.9,12.7,13.8,39,49,0.796,29,55,0.527,33,97,0.34,0.2,3.3,32.2,So,6-0,3,1.38274,113.272,4.6,2026,127216,"Morgantown, WV",,1.8460852,23.0,40.0,6.0,15.0,0.575,0.4,0.0,0.0,,,104.748,105.414,1.89801,101.356,2.39028,1.78246,0.607814,1.28472,19.069,-0.443808,1.72853,0.6897,1.9655,2.6552,1.6552,1.069,0.0345,7.4138,Combo G,10.6283,2026
Rich Brisco,Akron,MAC,6,1.1,0.0,15.4,0.0,0.0,0.0,27.2,0.0,61.1,0,0,0.0,0,2,0.0,0,0,0.0,0.0,0.0,0.0,So,6-8,2,-0.636365,-0.207368,6.7,2026,127217,"Brooklyn, NY",,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,105.106,105.039,0.201094,2.32222,-22.674,-19.0635,-3.61049,-24.9979,2.8125,-19.9065,-5.09131,0.375,0.5,0.875,0.0,0.25,0.25,1.25,C,0.0,2026
Ben Tweedy,Colgate,Pat,29,72.3,108.8,16.8,52.4,55.78,2.6,9.2,15.3,17.1,53,76,0.697,46,93,0.495,35,95,0.368,0.1,1.2,40.4,So,6-4,6,0.909252,101.321,2.6,2026,127222,"Southport, Australia",,1.90700025,30.0,57.0,16.0,36.0,0.5263,0.4444,0.0,0.0,,,115.154,117.532,1.67818,118.293,-3.21884,-0.562817,-2.65603,-3.15537,29.2935,-1.26868,-1.88668,0.6129,2.3871,3.0,2.6452,0.6129,0.0323,9.0968,Combo G,6.63033,2026
Bernie Blunt,Mercyhurst,NEC,30,77.9,111.5,28.2,47.1,54.17,2.5,9.7,14.7,8.4,140,162,0.864,103,224,0.46,58,179,0.324,0.1,2.2,40.2,Sr,5-11,4,2.68326,117.077,2.2,2026,127223,"Morgantown, PA",,1.91904512,60.0,125.0,43.0,99.0,0.48,0.4343,0.0,0.0,,,107.707,114.299,2.15689,139.089,-1.12557,2.0026,-3.12816,1.29563,30.8375,2.88955,-1.59393,0.625,2.4375,3.0625,2.2188,1.125,0.0312,17.4688,Combo G,11.7461,2026
George Tupy,Loyola Marymount,WCC,3,0.6,0.0,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,8.5,0.0,Jr,6-6,42,-0.781016,-5.60089,0.0,2026,127224,"Sierra Madre, CA",,0.0,,,,,,,,,,,83.9426,85.0374,0.392834,2.37372,1.24618,-4.56336,5.80954,5.52628,2.675,-1.87044,7.39671,0.0,0.5,0.5,0.0,0.25,0.0,0.5,Wing G,0.0,2026
Elijah Lewis,Marist,MAAC,23,61.1,112.9,20.5,49.8,56.27,3.6,13.7,14.1,12.1,72,85,0.847,82,158,0.519,13,46,0.283,0.7,1.9,41.7,Sr,6-5,13,1.79773,109.685,2.2,2026,127226,"Watchung, NJ",,1.82137652,46.0,72.0,36.0,86.0,0.6389,0.4186,4.0,4.0,1.0,,96.9366,102.204,3.30679,120.985,-0.0628622,-1.20381,1.14095,1.02179,29.5583,-0.305026,1.32682,0.9167,3.5417,4.4583,2.125,0.9167,0.1667,11.9583,Wing G,4.06886,2026
Afan Trnka,Tennessee Martin,OVC,24,52.1,97.4,18.7,44.8,50.04,4.6,8.7,18.6,25.3,45,65,0.692,18,49,0.367,28,85,0.329,2.0,1.9,48.5,Jr,6-2,4,0.11863,93.6657,3.6,2026,127228,"Sarajevo, Bosnia and Herzegovina",,1.25001294,12.0,28.0,6.0,21.0,0.4286,0.2857,1.0,2.0,0.5,,100.987,106.957,2.30151,91.1445,-3.23841,-3.29176,0.0533428,-2.58736,23.9704,-2.82584,0.238482,0.963,1.8519,2.8148,2.4074,0.963,0.4815,6.5556,Scoring PG,8.71618,2026
Tarence Guinyard,Duquesne,A10,27,80.4,116.0,24.9,56.9,60.02,1.0,10.4,30.0,16.4,106,151,0.702,84,147,0.571,65,172,0.378,0.0,2.1,47.3,Sr,6-2,1,3.63953,123.726,2.9,2026,127229,"Tampa, FL",,2.13634183,76.0,126.0,8.0,21.0,0.6032,0.381,2.0,2.0,1.0,,110.34,109.144,2.90473,145.473,2.93675,4.04399,-1.10724,4.13027,33.1345,4.02224,0.10803,0.2759,3.1034,3.3793,4.8621,1.2414,0.0,16.931,Scoring PG,10.6705,2026
Kayden Crosby,Texas A&M Corpus Chris,Slnd,3,0.5,150.4,13.7,75.0,75.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,1,2,0.5,0.0,0.0,0.0,Jr,6-7,7,0.339196,142.819,0.0,2026,127230,"Pflugerville, TX",,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,114.808,111.486,0.152776,0.521313,-0.343403,4.07778,-4.42118,8.57264,4.1333,9.93343,-1.36079,0.1667,0.3333,0.5,0.3333,0.1667,0.0,0.5,Scoring PG,21.8269,2026
Sheldon Williams,Texas A&M Corpus Chris,Slnd,27,65.7,108.4,23.2,54.7,57.07,8.3,23.4,8.7,15.4,71,111,0.64,112,198,0.566,10,34,0.294,2.0,1.7,47.8,Sr,6-8,6,1.82066,112.214,4.5,2026,127231,"Atmore, AL",,0.72092857,102.0,163.0,10.0,35.0,0.6258,0.2857,5.0,6.0,0.8333,,101.635,102.685,2.88064,136.914,0.815177,-0.394023,1.2092,1.54337,25.0613,0.932133,0.611238,1.9355,4.871,6.8065,1.0,0.6774,0.4194,11.8065,PF/C,2.82388,2026
Jeremiah Johnson,Campbell,CAA,29,82.1,109.7,21.4,49.3,56.65,2.1,10.2,11.5,17.0,121,142,0.852,92,195,0.472,39,110,0.355,0.4,1.3,46.6,So,6-4,2,2.26381,112.111,3.0,2026,127232,"Del City, OK",,0.9047385,79.0,148.0,13.0,47.0,0.5338,0.2766,4.0,4.0,1.0,,115.923,116.025,2.07817,135.82,-1.92269,-0.0397448,-1.88294,-1.28416,32.1226,0.274373,-1.55853,0.6129,2.7097,3.3226,1.8387,0.7097,0.2258,14.8065,Wing G,6.56467,2026
Layne Taylor,Murray St.,MVC,29,58.1,124.8,16.4,53.9,56.43,3.6,8.5,23.0,13.6,29,36,0.806,33,58,0.569,47,134,0.351,0.1,1.7,18.8,So,5-11,9,2.32524,119.249,2.7,2026,127233,"Farmington, AR",,3.37930012,25.0,37.0,8.0,21.0,0.6757,0.381,0.0,0.0,,,113.377,113.157,1.81793,108.884,2.15014,3.73703,-1.58689,1.58425,24.8276,2.13091,-0.546656,0.7931,1.8966,2.6897,3.3793,0.7586,0.0345,8.1379,Scoring PG,10.3377,2026
Ifiok Peter,Western Illinois,OVC,21,13.3,83.6,22.0,40.0,45.11,6.7,15.0,1.5,18.1,19,36,0.528,14,35,0.4,0,0,0.0,4.2,1.2,102.9,Jr,6-6,11,-0.227977,83.0298,4.0,2026,127234,"Las Vegas, NV",,0.100046,14.0,30.0,0.0,5.0,0.4667,0.0,5.0,6.0,0.8333,,115.04,122.0,0.302815,24.8461,-12.7811,-8.98207,-3.79905,-9.11082,6.6348,-6.36781,-2.74301,0.3913,0.8261,1.2174,0.0435,0.1304,0.2609,2.0435,PF/C,0.0,2026
Labaron Philon,Alabama,SEC,28,69.9,123.1,29.9,58.6,62.58,1.7,8.6,31.4,15.0,132,168,0.786,141,242,0.583,63,160,0.394,0.6,2.1,41.8,So,6-4,0,5.63361,146.478,2.2,2026,127235,"Mobile, AL",93.2,1.88732882,96.0,144.0,45.0,98.0,0.6667,0.4592,5.0,5.0,1.0,,113.663,103.679,3.1773,136.418,7.78205,7.79058,-0.00852744,9.52166,30.2107,8.49447,1.02719,0.5,2.75,3.25,4.7857,1.1786,0.2143,21.5357,Scoring PG,10.1292,2026
Gavin Paull,Tennessee,SEC,1,0.1,0.0,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,1,0.0,0.0,0.0,0.0,So,5-11,11,-0.586882,-13.448,0.0,2026,127236,"Austin, TX",,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,114.038,129.774,0.0249001,0.138103,-34.9651,-24.4961,-10.469,-65.5016,1.6,-42.7441,-22.7575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Combo G,48.7712,2026
Campbell Duncan,Tennessee,SEC,1,0.1,0.0,0.0,0.0,0.0,0.0,68.7,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,6-6,21,-0.541145,-5.21001,0.0,2026,127237,"Austin, TX",,0.0,,,,,,,,,,,84.6439,96.3239,0.210613,0.492301,-10.38,-8.64342,-1.7366,-4.33801,1.6,-10.3069,5.9689,0.0,1.0,1.0,0.0,0.0,0.0,0.0,PF/C,0.0,2026
Stephon Marbury II,California,ACC,3,0.3,0.0,39.4,0.0,0.0,0.0,0.0,0.0,73.4,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,So,6-1,30,-0.500594,-15.9391,10.0,2026,127238,"Purchase, NY",,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,113.338,120.123,0.0653985,0.424097,-39.8164,-37.7927,-2.02374,-52.7629,1.175,-37.0108,-15.7522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PF/C,0.0,2026
Julian Clarke,UNC Asheville,BSth,21,16.0,91.8,8.2,58.8,56.99,1.4,5.4,6.9,33.3,1,3,0.333,1,3,0.333,6,14,0.429,0.0,2.7,17.6,So,6-1,1,-0.482372,75.42,6.7,2026,127240,"Orlando, FL",,0.64289389,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,,,110.78,111.329,0.656858,27.1958,-4.1706,-3.69649,-0.474116,-5.97644,9.175,-7.09453,1.11809,0.0833,0.5,0.5833,0.375,0.375,0.0,1.625,Combo G,4.77424,2026
C.J. O'Hara,Green Bay,Horz,30,82.0,119.0,20.9,57.4,63.27,6.1,10.9,8.1,14.0,127,161,0.789,137,234,0.585,7,23,0.304,1.0,1.9,62.6,So,6-4,10,2.86009,117.377,2.5,2026,127243,"Minneapolis, MN",,0.83672937,125.0,195.0,12.0,39.0,0.641,0.3077,19.0,19.0,1.0,,116.238,115.299,2.1577,150.373,0.570539,1.3485,-0.777965,0.426599,32.4375,1.33858,-0.911984,1.4688,2.9375,4.4062,1.2812,1.0625,0.25,13.9375,Wing G,1.42793,2026
Tyler Thompson,Montana,BSky,27,75.0,105.7,13.7,58.4,60.47,0.7,13.6,7.7,17.9,23,27,0.852,16,32,0.5,59,147,0.401,1.6,1.5,15.1,So,6-6,4,0.304845,95.1872,2.0,2026,127244,"Fairfield, CA",,1.02708186,13.0,22.0,3.0,10.0,0.5909,0.3,0.0,0.0,,,109.875,108.355,2.69621,141.276,1.23192,-0.278137,1.51006,0.819965,29.0333,0.112985,0.70698,0.1333,3.9,4.0333,1.2667,0.7667,0.4333,8.5333,Wing G,10.242,2026
Dayton Forsythe,Oklahoma,SEC,24,34.2,109.8,19.0,42.5,52.21,2.0,7.3,16.6,17.0,48,55,0.873,23,58,0.397,15,49,0.306,0.3,2.1,51.4,So,6-2,7,1.20617,112.598,3.5,2026,127246,"Dale, OK",50.2,1.82615049,11.0,24.0,12.0,34.0,0.4583,0.3529,0.0,0.0,,,115.409,108.497,1.5277,59.9168,-0.0330765,1.13254,-1.16562,-0.367079,17.1792,-0.494483,0.127404,0.2917,1.125,1.4167,1.75,0.625,0.0417,5.7917,Scoring PG,6.90538,2026
Jeff Nwankwo,Oklahoma,SEC,24,22.7,91.1,16.9,37.7,39.45,3.0,20.1,10.0,12.5,11,22,0.5,11,26,0.423,12,51,0.235,0.0,2.3,28.6,Sr,6-6,3,-0.100645,89.701,5.7,2026,127247,"Oklahoma City, OK",,1.69978398,10.0,23.0,1.0,3.0,0.4348,0.3333,2.0,2.0,1.0,,109.214,104.939,1.15382,52.7958,-1.07713,-0.955104,-0.122026,-3.83521,11.4,-4.20697,0.371762,0.2917,2.0417,2.3333,0.7083,0.4583,0.0,2.875,Wing F,10.8283,2026
Kuol Atak,Oklahoma,SEC,21,21.3,126.4,20.3,64.5,64.86,2.7,8.3,3.1,10.1,5,7,0.714,14,21,0.667,38,89,0.427,3.8,0.7,6.4,Fr,6-9,22,1.59851,130.033,2.5,2026,127248,"Haltom City, TX",77.8,0.44447037,10.0,11.0,4.0,10.0,0.9091,0.4,3.0,3.0,1.0,,116.586,113.458,0.880218,34.8996,2.86701,4.60507,-1.73805,5.44339,12.1952,7.19702,-1.75362,0.2857,0.9048,1.1905,0.1905,0.1429,0.4286,7.0,Stretch 4,20.1385,2026
Kolten Griffin,West Georgia,ASun,29,83.0,102.0,13.4,50.5,51.78,2.9,11.3,13.4,21.0,22,35,0.629,71,140,0.507,17,51,0.333,2.2,2.4,18.3,Sr,6-6,11,-0.485525,88.0446,3.8,2026,127249,"Saint Joseph, MO",,1.72544373,41.0,74.0,30.0,66.0,0.5541,0.4545,0.0,2.0,0.0,,114.003,114.84,2.23747,163.476,-1.07938,-2.05952,0.980137,-3.30636,33.2774,-3.96684,0.660476,0.871,3.2258,4.0968,2.8387,1.4194,0.7419,7.6129,Wing G,2.98553,2026
Mekhi Turner,Tennessee Tech,OVC,22,16.6,110.2,22.1,57.1,58.68,15.2,19.0,11.7,20.0,16,26,0.615,28,49,0.571,0,0,0.0,3.9,2.2,53.1,So,6-8,4,0.517192,109.869,7.3,2026,127251,"Atlanta, GA",,0.64705881,27.0,43.0,1.0,6.0,0.6279,0.1667,10.0,10.0,1.0,,105.922,111.652,0.663913,38.7915,0.071202,-0.487885,0.559087,-1.30778,8.984,-1.31285,0.00507054,1.12,1.6,2.72,0.44,0.36,0.28,4.12,C,0.0,2026
Ramone Seals,Kennesaw St.,CUSA,16,31.7,115.3,18.6,52.4,56.85,7.0,16.4,4.6,13.4,31,40,0.775,28,51,0.549,18,54,0.333,3.4,1.5,38.1,So,6-6,0,1.3511,111.271,3.2,2026,127252,"Tampa, FL",,0.80000003,27.0,49.0,1.0,2.0,0.551,0.5,3.0,3.0,1.0,,108.83,109.35,1.77067,60.5852,-0.583146,0.228256,-0.811402,1.28046,20.0526,1.30067,-0.0202055,1.3684,3.2632,4.6316,0.6316,0.5789,0.5263,8.7368,Stretch 4,8.99396,2026
Adrian Wooley,Louisville,ACC,30,52.6,119.8,18.5,53.4,57.24,7.4,12.8,12.4,13.9,44,54,0.815,51,93,0.548,34,98,0.347,0.4,2.0,28.3,So,6-4,14,2.29061,123.628,4.0,2026,127254,"Tuscaloosa, AL",,1.58611774,47.0,81.0,4.0,12.0,0.5802,0.3333,3.0,4.0,0.75,,102.22,96.8887,2.72875,114.769,5.5122,3.61004,1.90216,5.09039,21.0433,2.79421,2.29618,1.3667,2.5333,3.9,1.5333,0.7667,0.0667,8.2667,Wing G,8.66268,2026
Braedan Lue,Kennesaw St.,CUSA,26,66.7,105.5,21.2,47.8,51.23,8.8,13.4,8.9,15.7,54,76,0.711,99,185,0.535,12,60,0.2,6.2,2.1,31.0,So,6-9,13,1.2932,106.234,4.9,2026,127255,"Douglasville, GA",,0.76739951,77.0,119.0,22.0,66.0,0.6471,0.3333,19.0,19.0,1.0,,107.296,107.752,2.45318,136.139,1.34753,-0.76482,2.11235,-0.0112505,26.2793,-0.812124,0.800873,2.3448,3.2414,5.5862,1.1379,0.9655,1.4828,11.1034,PF/C,4.74944,2026
Ricky McKenzie,Marist,MAAC,10,5.3,56.9,12.9,19.2,25.09,2.0,9.4,2.8,15.7,2,2,1.0,1,6,0.167,1,7,0.143,0.0,0.0,15.4,Fr,6-5,8,-0.909973,48.6245,1.3,2026,127257,"Marietta, GA",,0.33333331,1.0,5.0,0.0,1.0,0.2,0.0,0.0,0.0,,,103.376,109.915,0.507671,7.62296,-12.0319,-9.76696,-2.26496,-12.4195,6.2,-9.72735,-2.69219,0.1818,0.4545,0.6364,0.0909,0.0,0.0,1.4545,Wing G,7.13803,2026
Jon Mekonnen,Colorado St.,MWC,10,3.3,76.4,24.0,8.3,31.65,11.2,12.7,0.0,13.6,8,8,1.0,1,6,0.167,0,6,0.0,0.0,6.5,66.7,So,6-8,5,-0.165316,79.7869,6.3,2026,127258,"Eagan, MN",,1.0,1.0,5.0,0.0,1.0,0.2,0.0,0.0,0.0,,,101.549,103.232,0.411265,8.92823,-9.68926,-6.94441,-2.74485,-11.0384,4.9545,-10.7495,-0.288872,0.3636,0.9091,1.2727,0.3636,0.4545,0.0,2.0909,Wing F,9.73905,2026
Stas Sivka,George Mason,A10,26,24.4,99.2,12.0,46.2,47.62,4.1,11.7,5.1,14.4,6,10,0.6,11,18,0.611,9,35,0.257,3.1,0.4,18.9,So,6-10,9,-0.152599,88.2211,2.1,2026,127259,"Celje, Slovenia",,1.09989201,9.0,13.0,2.0,5.0,0.6923,0.4,1.0,1.0,1.0,,108.344,107.905,0.996079,42.3621,-1.90781,-2.28251,0.374698,-0.844226,11.2037,-1.37207,0.52784,0.3704,1.1481,1.5185,0.4074,0.1111,0.2593,2.4444,PF/C,7.56896,2026
T.J. Prosise,George Mason,A10,4,0.6,75.3,19.1,33.3,33.33,0.0,0.0,0.0,0.0,0,0,0.0,1,2,0.5,0,1,0.0,0.0,0.0,0.0,So,6-3,14,-0.112313,73.495,5.8,2026,127261,"Chesterfield, VA",,0.80000001,1.0,2.0,0.0,0.0,0.5,,0.0,0.0,,,115.4,121.791,0.0746288,0.682028,-13.1905,-7.19306,-5.99747,-12.3833,1.86,-8.14641,-4.23685,0.0,0.0,0.0,0.2,0.2,0.0,0.4,Wing G,8.79441,2026
Nick Randall,Colorado,B12,2,0.2,200.0,11.9,100.0,100.0,0.0,52.9,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0.0,So,6-8,41,0.35131,184.297,0.0,2026,127262,"Fort Collins, CO",,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,,103.375,105.407,0.110125,0.526263,-6.18321,-0.436244,-5.74697,19.3663,1.1,13.9819,5.38442,0.0,0.5,0.5,0.0,0.0,0.0,1.0,PF/C,0.0,2026
Felix Kossaras,Colorado,B12,26,36.0,116.5,11.7,60.4,61.65,3.5,6.9,4.6,14.7,15,22,0.682,24,36,0.667,17,46,0.37,1.5,1.8,26.8,So,6-5,15,0.936171,108.432,4.1,2026,127263,"Montreal, Canada",69.8,0.92299998,20.0,30.0,4.0,6.0,0.6667,0.6667,5.0,5.0,1.0,,114.598,108.759,1.47602,65.8212,2.16514,1.35479,0.810351,-0.128729,16.7615,-0.621605,0.492876,0.5,1.0,1.5,0.4615,0.5385,0.2308,4.3846,Wing G,6.05847,2026
